索引番号,食品名,エネルギー,たんぱく質,脂質,炭水化物,食塩相当量
1705,＜畜肉類＞うし［輸入牛肉］リブロース皮下脂肪なし生,203,20.3,14.4,0.4,0.1
1706,＜畜肉類＞うし［輸入牛肉］リブロース赤肉生,163,21.7,9.1,0.4,0.1
1707,＜畜肉類＞うし［輸入牛肉］リブロース脂身生,653,5.7,73.1,0.1,0
1708,＜畜肉類＞うし［輸入牛肉］サーロイン脂身つき生,273,17.4,23.7,0.4,0.1
1709,＜畜肉類＞うし［輸入牛肉］サーロイン皮下脂肪なし生,218,19.1,16.5,0.4,0.1
1710,＜畜肉類＞うし［輸入牛肉］サーロイン赤肉生,127,22,4.4,0.5,0.1
1711,＜畜肉類＞うし［輸入牛肉］ばら脂身つき生,338,14.4,32.9,0.2,0.1
1712,＜畜肉類＞うし［輸入牛肉］もも脂身つき生,148,19.6,8.6,0.4,0.1
1713,＜畜肉類＞うし［輸入牛肉］もも皮下脂肪なし生,133,20,6.7,0.4,0.1
1714,＜畜肉類＞うし［輸入牛肉］もも皮下脂肪なしゆで,204,30,11,0.2,0
1715,＜畜肉類＞うし［輸入牛肉］もも皮下脂肪なし焼き,205,28,14.1,0.4,0.1
1716,＜畜肉類＞うし［輸入牛肉］もも赤肉生,117,21.2,4.3,0.4,0.1
1717,＜畜肉類＞うし［輸入牛肉］もも脂身生,580,6.3,64.4,0.2,0
1718,＜畜肉類＞うし［輸入牛肉］そともも脂身つき生,197,18.7,14.3,0.3,0.1
1719,＜畜肉類＞うし［輸入牛肉］そともも皮下脂肪なし生,178,19.3,11.9,0.3,0.1
1720,＜畜肉類＞うし［輸入牛肉］そともも赤肉生,117,21.2,3.9,0.3,0.1
1721,＜畜肉類＞うし［輸入牛肉］ランプ脂身つき生,214,18.4,16.4,0.4,0.1
1722,＜畜肉類＞うし［輸入牛肉］ランプ皮下脂肪なし生,174,19.7,11.1,0.5,0.1
1723,＜畜肉類＞うし［輸入牛肉］ランプ赤肉生,112,21.6,3,0.5,0.1
1724,＜畜肉類＞うし［輸入牛肉］ヒレ赤肉生,123,20.5,4.8,0.3,0.1
1725,＜畜肉類＞うし［子牛肉］リブロース皮下脂肪なし生,94,21.7,0.9,0.3,0.2
1726,＜畜肉類＞うし［子牛肉］ばら皮下脂肪なし生,113,20.9,3.6,0,0.3
1727,＜畜肉類＞うし［子牛肉］もも皮下脂肪なし生,107,21.2,2.7,0.2,0.1
1728,＜畜肉類＞うし［ひき肉］生,251,17.1,21.1,0.3,0.2
1729,＜畜肉類＞うし［ひき肉］焼き,280,25.9,21.3,0.4,0.2
1730,＜畜肉類＞うし［副生物］舌生,318,13.3,31.8,0.2,0.2
1731,＜畜肉類＞うし［副生物］舌焼き,401,20.2,37.1,0.2,0.2
1732,＜畜肉類＞うし［副生物］心臓生,128,16.5,7.6,0.1,0.2
1733,＜畜肉類＞うし［副生物］肝臓生,119,19.6,3.7,3.7,0.1
1734,＜畜肉類＞うし［副生物］じん臓生,118,16.7,6.4,0.2,0.2
1735,＜畜肉類＞うし［副生物］第一胃ゆで,166,24.5,8.4,0,0.1
1736,＜畜肉類＞うし［副生物］第二胃ゆで,186,12.4,15.7,0,0.1
1737,＜畜肉類＞うし［副生物］第三胃生,57,11.7,1.3,0,0.1
1738,＜畜肉類＞うし［副生物］第四胃ゆで,308,11.1,30,0,0.1
1739,＜畜肉類＞うし［副生物］小腸生,268,9.9,26.1,0,0.2
1740,＜畜肉類＞うし［副生物］大腸生,150,9.3,13,0,0.2
1741,＜畜肉類＞うし［副生物］直腸生,106,11.6,7,0,0.2
1742,＜畜肉類＞うし［副生物］腱ゆで,152,28.3,4.9,0,0.2
1743,＜畜肉類＞うし［副生物］子宮ゆで,95,18.4,3,0,0.2
1744,＜畜肉類＞うし［副生物］尾生,440,11.6,47.1,0,0.1
1745,＜畜肉類＞うし［副生物］横隔膜生,288,14.8,27.3,0.3,0.1
1746,＜畜肉類＞うし［副生物］横隔膜ゆで,414,21.3,36.7,0.2,0.1
1747,＜畜肉類＞うし［副生物］横隔膜焼き,401,21.1,37.2,0.3,0.1
1748,＜畜肉類＞うし［加工品］ローストビーフ,190,21.7,11.7,0.9,0.8
1749,＜畜肉類＞うし［加工品］コンビーフ缶詰,191,19.8,13,1.7,1.8
1750,＜畜肉類＞うし［加工品］味付け缶詰,156,19.2,4.4,9.9,1.8
1751,＜畜肉類＞うし［加工品］ビーフジャーキー,304,54.8,7.8,6.4,4.8
1752,＜畜肉類＞うし［加工品］スモークタン,273,18.1,23,0.9,1.6
1753,＜畜肉類＞うま肉赤肉生,102,20.1,2.5,0.3,0.1
1754,＜畜肉類＞くじら肉赤肉生,100,24.1,0.4,0.2,0.2
1755,＜畜肉類＞くじらうねす生,328,18.8,31.4,0.2,0.4
1756,＜畜肉類＞くじら本皮生,577,9.7,68.8,0.2,0.1
1757,＜畜肉類＞くじらさらしくじら,28,5.3,0.9,0,0
1758,＜畜肉類＞しかあかしか赤肉生,102,22.3,1.5,0.5,0.1
1759,＜畜肉類＞しかにほんじか赤肉生,119,23.9,4,0.3,0.1
1760,＜畜肉類＞しかにほんじかえぞしか赤肉生,126,22.6,5.2,0.6,0.1
1761,＜畜肉類＞しかにほんじかほんしゅうじか・きゅうしゅうじか赤肉生,107,22.6,2.5,0.1,0.1
1762,＜畜肉類＞ぶた［大型種肉］かた脂身つき生,201,18.5,14.6,0.2,0.1
1763,＜畜肉類＞ぶた［大型種肉］かた皮下脂肪なし生,158,19.7,9.3,0.2,0.1
1764,＜畜肉類＞ぶた［大型種肉］かた赤肉生,114,20.9,3.8,0.2,0.1
1765,＜畜肉類＞ぶた［大型種肉］かた脂身生,663,5.3,72.4,0,0.1
1766,＜畜肉類＞ぶた［大型種肉］かたロース脂身つき生,237,17.1,19.2,0.1,0.1
1767,＜畜肉類＞ぶた［大型種肉］かたロース皮下脂肪なし生,212,17.8,16,0.1,0.1
1768,＜畜肉類＞ぶた［大型種肉］かたロース赤肉生,146,19.7,7.8,0.1,0.2
1769,＜畜肉類＞ぶた［大型種肉］かたロース脂身生,644,5.4,70.7,0,0.1
1770,＜畜肉類＞ぶた［大型種肉］ロース脂身つき生,248,19.3,19.2,0.2,0.1
1771,＜畜肉類＞ぶた［大型種肉］ロース脂身つきゆで,299,23.9,24.1,0.3,0.1
1772,＜畜肉類＞ぶた［大型種肉］ロース脂身つき焼き,310,26.7,22.7,0.3,0.1
1773,＜畜肉類＞ぶた［大型種肉］ロース脂身つきとんかつ,429,22,35.9,9.8,0.3
1774,＜畜肉類＞ぶた［大型種肉］ロース皮下脂肪なし生,190,21.1,11.9,0.3,0.1
1775,＜畜肉類＞ぶた［大型種肉］ロース赤肉生,140,22.7,5.6,0.3,0.1
1776,＜畜肉類＞ぶた［大型種肉］ロース脂身生,695,5.1,76.3,0,0
1777,＜畜肉類＞ぶた［大型種肉］ばら脂身つき生,366,14.4,35.4,0.1,0.1
1778,＜畜肉類＞ぶた［大型種肉］ばら脂身つき焼き,444,19.6,43.9,0.1,0.1
1779,＜畜肉類＞ぶた［大型種肉］もも脂身つき生,171,20.5,10.2,0.2,0.1
1780,＜畜肉類＞ぶた［大型種肉］もも皮下脂肪なし生,138,21.5,6,0.2,0.1
1781,＜畜肉類＞ぶた［大型種肉］もも皮下脂肪なしゆで,185,28.9,8.1,0.3,0.1
1782,＜畜肉類＞ぶた［大型種肉］もも皮下脂肪なし焼き,186,30.2,7.6,0.3,0.1
1783,＜畜肉類＞ぶた［大型種肉］もも赤肉生,119,22.1,3.6,0.2,0.1
1784,＜畜肉類＞ぶた［大型種肉］もも脂身生,611,6.5,67.6,0,0.1
1785,＜畜肉類＞ぶた［大型種肉］そともも脂身つき生,221,18.8,16.5,0.2,0.1
1786,＜畜肉類＞ぶた［大型種肉］そともも皮下脂肪なし生,175,20.2,10.7,0.2,0.1
1787,＜畜肉類＞ぶた［大型種肉］そともも赤肉生,133,21.4,5.5,0.2,0.1
1788,＜畜肉類＞ぶた［大型種肉］そともも脂身生,631,6.6,68.1,0,0.1
1789,＜畜肉類＞ぶた［大型種肉］ヒレ赤肉生,118,22.2,3.7,0.3,0.1
1790,＜畜肉類＞ぶた［大型種肉］ヒレ赤肉焼き,202,39.3,5.9,0.4,0.2
1791,＜畜肉類＞ぶた［大型種肉］ヒレ赤肉とんかつ,379,25.1,25.3,14.9,0.4
1792,＜畜肉類＞ぶた［中型種肉］かた脂身つき生,224,18.3,17.2,0,0.1
1793,＜畜肉類＞ぶた［中型種肉］かた皮下脂肪なし生,172,19.7,10.8,0,0.1
1794,＜畜肉類＞ぶた［中型種肉］かた赤肉生,113,21.4,3.5,0,0.2
1795,＜畜肉類＞ぶた［中型種肉］かた脂身生,698,4.9,75.7,0,0.1
1796,＜畜肉類＞ぶた［中型種肉］かたロース脂身つき生,241,17.7,19.3,0,0.1
1797,＜畜肉類＞ぶた［中型種肉］かたロース皮下脂肪なし生,212,18.5,15.7,0,0.1
1798,＜畜肉類＞ぶた［中型種肉］かたロース赤肉生,140,20.6,6.8,0,0.2
1799,＜畜肉類＞ぶた［中型種肉］かたロース脂身生,663,5.4,71.9,0,0.1
1800,＜畜肉類＞ぶた［中型種肉］ロース脂身つき生,275,18.3,22.6,0.2,0.1
1801,＜畜肉類＞ぶた［中型種肉］ロース皮下脂肪なし生,203,20.6,13.6,0.2,0.1
1802,＜畜肉類＞ぶた［中型種肉］ロース赤肉生,131,22.9,4.6,0.2,0.1
1803,＜畜肉類＞ぶた［中型種肉］ロース脂身生,716,4.1,78.3,0,0
1804,＜畜肉類＞ぶた［中型種肉］ばら脂身つき生,398,13.4,40.1,0,0.1
1805,＜畜肉類＞ぶた［中型種肉］もも脂身つき生,211,19.5,15.1,0.2,0.1
1806,＜畜肉類＞ぶた［中型種肉］もも皮下脂肪なし生,153,21.3,7.8,0.2,0.1
1807,＜畜肉類＞ぶた［中型種肉］もも赤肉生,133,21.9,5.3,0.2,0.1
1808,＜畜肉類＞ぶた［中型種肉］もも脂身生,672,5.2,73.8,0,0
1809,＜畜肉類＞ぶた［中型種肉］そともも脂身つき生,252,18,20.3,0.2,0.1
1810,＜畜肉類＞ぶた［中型種肉］そともも皮下脂肪なし生,159,21,8.5,0.2,0.1
1811,＜畜肉類＞ぶた［中型種肉］そともも赤肉生,129,21.9,4.8,0.2,0.1
1812,＜畜肉類＞ぶた［中型種肉］そともも脂身生,660,4.9,72.5,0,0.1
1813,＜畜肉類＞ぶた［中型種肉］ヒレ赤肉生,105,22.7,1.7,0.1,0.1
1814,＜畜肉類＞ぶた［ひき肉］生,209,17.7,17.2,0.1,0.1
1815,＜畜肉類＞ぶた［ひき肉］焼き,289,25.7,21.5,0.1,0.2
1816,＜畜肉類＞ぶた［副生物］舌生,205,15.9,16.3,0.1,0.2
1817,＜畜肉類＞ぶた［副生物］心臓生,118,16.2,7,0.1,0.2
1818,＜畜肉類＞ぶた［副生物］肝臓生,114,20.4,3.4,2.5,0.1
1819,＜畜肉類＞ぶた［副生物］じん臓生,96,14.1,5.8,0,0.4
1820,＜畜肉類＞ぶた［副生物］胃ゆで,111,17.4,5.1,0,0.3
1821,＜畜肉類＞ぶた［副生物］小腸ゆで,159,14,11.9,0,0
1822,＜畜肉類＞ぶた［副生物］大腸ゆで,166,11.7,13.8,0,0.1
1823,＜畜肉類＞ぶた［副生物］子宮生,64,14.6,0.9,0,0.3
1824,＜畜肉類＞ぶた［副生物］豚足ゆで,227,20.1,16.8,0,0.3
1825,＜畜肉類＞ぶた［副生物］軟骨ゆで,229,17.8,17.9,0,0.3
1826,＜畜肉類＞ぶた［ハム類］骨付きハム,208,16.7,16.6,0.8,2.5
1827,＜畜肉類＞ぶた［ハム類］ボンレスハム,115,18.7,4,1.8,2.8
1828,＜畜肉類＞ぶた［ハム類］ロースハムロースハム,211,18.6,14.5,2,2.3
1829,＜畜肉類＞ぶた［ハム類］ロースハムゆで,233,19.7,16.6,1.6,1.9
1830,＜畜肉類＞ぶた［ハム類］ロースハム焼き,240,23.6,15.1,2.4,2.8
1831,＜畜肉類＞ぶた［ハム類］ロースハムフライ,432,17.3,32.3,20,2.1
1832,＜畜肉類＞ぶた［ハム類］ショルダーハム,221,16.1,18.2,0.6,1.6
1833,＜畜肉類＞ぶた［ハム類］生ハム促成,243,24,16.6,0.5,2.8
1834,＜畜肉類＞ぶた［ハム類］生ハム長期熟成,253,25.7,18.4,0,5.6
1835,＜畜肉類＞ぶた［プレスハム類］プレスハム,113,15.4,4.5,3.9,2.4
1836,＜畜肉類＞ぶた［プレスハム類］チョップドハム,132,11.7,4.2,12.7,2.5
1837,＜畜肉類＞ぶた［ベーコン類］ばらベーコン,400,12.9,39.1,0.3,2
1838,＜畜肉類＞ぶた［ベーコン類］ロースベーコン,202,16.8,14.6,3.2,2.2
1839,＜畜肉類＞ぶた［ベーコン類］ショルダーベーコン,178,17.2,11.9,2.5,2.4
1840,＜畜肉類＞ぶた［ソーセージ類］ウインナーソーセージウインナーソーセージ,319,11.5,30.6,3.3,1.9
1841,＜畜肉類＞ぶた［ソーセージ類］ウインナーソーセージゆで,328,12.1,32,1.4,1.8
1842,＜畜肉類＞ぶた［ソーセージ類］ウインナーソーセージ焼き,345,13,31.8,2.4,2
1843,＜畜肉類＞ぶた［ソーセージ類］ウインナーソーセージフライ,376,12.8,34.9,4.2,1.9
1844,＜畜肉類＞ぶた［ソーセージ類］セミドライソーセージ,335,16.9,29.7,2.9,2.9
1845,＜畜肉類＞ぶた［ソーセージ類］ドライソーセージ,467,26.7,42,2.6,4.4
1846,＜畜肉類＞ぶた［ソーセージ類］フランクフルトソーセージ,295,12.7,24.7,6.2,1.9
1847,＜畜肉類＞ぶた［ソーセージ類］ボロニアソーセージ,242,12.5,21,2.9,2.1
1848,＜畜肉類＞ぶた［ソーセージ類］リオナソーセージ,188,14.9,13.1,3.7,2.3
1849,＜畜肉類＞ぶた［ソーセージ類］レバーソーセージ,324,14.7,33.5,1.9,1.7
1850,＜畜肉類＞ぶた［ソーセージ類］混合ソーセージ,231,11.8,22.7,4.7,2.2
1851,＜畜肉類＞ぶた［ソーセージ類］生ソーセージ,269,14,24.4,0.8,1.7
1852,＜畜肉類＞ぶた［その他］焼き豚,166,19.4,8.2,5.1,2.4
1853,＜畜肉類＞ぶた［その他］レバーペースト,370,12.9,34.7,3.6,2.2
1854,＜畜肉類＞ぶた［その他］スモークレバー,182,29.6,7.7,2.6,1.8
1855,＜畜肉類＞ぶた［その他］ゼラチン,347,87.6,0.3,0,0.7
1856,＜畜肉類＞めんよう［マトン］ロース脂身つき生,192,19.3,15,0.2,0.2
1857,＜畜肉類＞めんよう［マトン］ロース脂身つき焼き,304,25.8,24.9,0.2,0.2
1858,＜畜肉類＞めんよう［マトン］ロース皮下脂肪なし生,139,22.2,7.4,0,0.2
1859,＜畜肉類＞めんよう［マトン］もも脂身つき生,198,18.8,15.3,0.1,0.1
1860,＜畜肉類＞めんよう［ラム］かた脂身つき生,206,17.1,17.1,0.1,0.2
1861,＜畜肉類＞めんよう［ラム］ロース脂身つき生,287,15.6,25.9,0.2,0.2
1862,＜畜肉類＞めんよう［ラム］ロース脂身つき焼き,358,21.8,31.4,0.2,0.2
1863,＜畜肉類＞めんよう［ラム］ロース皮下脂肪なし生,128,22.3,5.2,0,0.2
1864,＜畜肉類＞めんよう［ラム］もも脂身つき生,164,20,12,0.3,0.2
1865,＜畜肉類＞めんよう［ラム］もも脂身つき焼き,267,28.6,20.3,0.3,0.2
1866,＜畜肉類＞めんよう混合プレスハム,100,14.4,4.1,3,2.2
1867,＜畜肉類＞やぎ肉赤肉生,99,21.9,1.5,0.2,0.1
1868,＜鳥肉類＞うずら肉皮つき生,194,20.5,12.9,0.1,0.1
1869,＜鳥肉類＞がちょうフォアグラゆで,470,8.3,49.9,1.5,0.1
1870,＜鳥肉類＞かもまがも肉皮なし生,118,23.6,3,0.1,0.2
1871,＜鳥肉類＞かもあいがも肉皮つき生,304,14.2,29,0.1,0.2
1872,＜鳥肉類＞かもあひる肉皮つき生,237,14.9,19.8,0.1,0.2
1873,＜鳥肉類＞かもあひる肉皮なし生,94,20.1,2.2,0.2,0.2
1874,＜鳥肉類＞かもあひる皮生,448,7.3,45.8,0,0.1
1875,＜鳥肉類＞きじ肉皮なし生,101,23,1.1,0.1,0.1
1876,＜鳥肉類＞しちめんちょう肉皮なし生,99,23.5,0.7,0.1,0.1
1877,＜鳥肉類＞すずめ肉骨・皮つき生,114,18.1,5.9,0.1,0.2
1878,＜鳥肉類＞にわとり［親・主品目］手羽皮つき生,182,23,10.4,0,0.1
1879,＜鳥肉類＞にわとり［親・主品目］むね皮つき生,229,19.5,17.2,0,0.1
1880,＜鳥肉類＞にわとり［親・主品目］むね皮なし生,113,24.4,1.9,0,0.1
1881,＜鳥肉類＞にわとり［親・主品目］もも皮つき生,234,17.3,19.1,0,0.1
1882,＜鳥肉類＞にわとり［親・主品目］もも皮なし生,128,22,4.8,0,0.1
1883,＜鳥肉類＞にわとり［親・副品目］ささみ生,105,24.6,1.1,0,0.1
1884,＜鳥肉類＞にわとり［若どり・主品目］手羽皮つき生,189,17.8,14.3,0,0.2
1885,＜鳥肉類＞にわとり［若どり・主品目］手羽さき皮つき生,207,17.4,16.2,0,0.2
1886,＜鳥肉類＞にわとり［若どり・主品目］手羽もと皮つき生,175,18.2,12.8,0,0.2
1887,＜鳥肉類＞にわとり［若どり・主品目］むね皮つき生,133,21.3,5.9,0.1,0.1
1888,＜鳥肉類＞にわとり［若どり・主品目］むね皮つき焼き,215,34.7,9.1,0.1,0.2
1889,＜鳥肉類＞にわとり［若どり・主品目］むね皮なし生,105,23.3,1.9,0.1,0.1
1890,＜鳥肉類＞にわとり［若どり・主品目］むね皮なし焼き,177,38.8,3.3,0.1,0.2
1891,＜鳥肉類＞にわとり［若どり・主品目］もも皮つき生,190,16.6,14.2,0,0.2
1892,＜鳥肉類＞にわとり［若どり・主品目］もも皮つきゆで,216,22,15.2,0,0.1
1893,＜鳥肉類＞にわとり［若どり・主品目］もも皮つき焼き,220,26.3,13.9,0,0.2
1894,＜鳥肉類＞にわとり［若どり・主品目］もも皮つきから揚げ,307,24.2,18.1,13.3,2.5
1895,＜鳥肉類＞にわとり［若どり・主品目］もも皮なし生,113,19,5,0,0.2
1896,＜鳥肉類＞にわとり［若どり・主品目］もも皮なしゆで,141,25.1,5.2,0,0.1
1897,＜鳥肉類＞にわとり［若どり・主品目］もも皮なし焼き,145,25.5,5.7,0,0.2
1898,＜鳥肉類＞にわとり［若どり・主品目］もも皮なしから揚げ,249,25.4,11.4,12.7,2.7
1899,＜鳥肉類＞にわとり［若どり・副品目］ささみ生,98,23.9,0.8,0.1,0.1
1900,＜鳥肉類＞にわとり［若どり・副品目］ささみゆで,121,29.6,1,0,0.1
1901,＜鳥肉類＞にわとり［若どり・副品目］ささみ焼き,132,31.7,1.4,0,0.1
1902,＜鳥肉類＞にわとり［若どり・副品目］ささみソテー,186,36.1,5.4,0.1,0.2
1903,＜鳥肉類＞にわとり［若どり・副品目］ささみフライ,246,26.8,12.8,6.7,0.2
1904,＜鳥肉類＞にわとり［若どり・副品目］ささみ天ぷら,192,25.7,7.4,6.2,0.2
1905,＜鳥肉類＞にわとり［二次品目］ひき肉生,171,17.5,12,0,0.1
1906,＜鳥肉類＞にわとり［二次品目］ひき肉焼き,235,27.5,14.8,0,0.2
1907,＜鳥肉類＞にわとり［副品目］心臓生,186,14.5,15.5,0,0.2
1908,＜鳥肉類＞にわとり［副品目］肝臓生,100,18.9,3.1,0.6,0.2
1909,＜鳥肉類＞にわとり［副品目］すなぎも生,86,18.3,1.8,0,0.1
1910,＜鳥肉類＞にわとり［副品目］皮むね生,466,9.4,48.1,0,0.1
1911,＜鳥肉類＞にわとり［副品目］皮もも生,474,6.6,51.6,0,0.1
1912,＜鳥肉類＞にわとり［副品目］なんこつ（胸肉）生,54,12.5,0.4,0.4,1
1913,＜鳥肉類＞にわとり［その他］焼き鳥缶詰,173,18.4,7.8,8.2,2.2
1914,＜鳥肉類＞にわとり［その他］チキンナゲット,235,15.5,13.7,14.9,1.6
1915,＜鳥肉類＞にわとり［その他］つくね,235,15.2,15.2,9.3,1.8
1916,＜鳥肉類＞はと肉皮なし生,131,21.8,5.1,0.3,0.2
1917,＜鳥肉類＞ほろほろちょう肉皮なし生,98,22.5,1,0.2,0.2
1918,＜その他＞いなごつくだ煮,243,26.3,1.4,32.3,4.8
1919,＜その他＞かえる肉生,92,22.3,0.4,0.3,0.1
1920,＜その他＞すっぽん肉生,175,16.4,13.4,0.5,0.2
1921,＜その他＞はちはちの子缶詰,239,16.2,7.2,30.2,1.7
1922,あひる卵ピータン,188,13.7,16.5,0,2
1923,うこっけい卵全卵生,154,12,13,0.4,0.4
1924,うずら卵全卵生,157,12.6,13.1,0.3,0.3
1925,うずら卵水煮缶詰,162,11,14.1,0.6,0.5
1926,鶏卵全卵生,142,12.2,10.2,0.4,0.4
1927,鶏卵全卵ゆで,134,12.5,10.4,0.3,0.3
1928,鶏卵全卵ポーチドエッグ,145,12.3,11.7,0.2,0.3
1929,鶏卵全卵目玉焼き,205,14.8,17.6,0.3,0.5
1930,鶏卵全卵いり,190,13.3,16.7,0.3,0.4
1931,鶏卵全卵素揚げ,321,14.3,31.9,0.3,0.5
1932,鶏卵全卵水煮缶詰,131,10.8,10.6,0,0.8
1933,鶏卵全卵加糖全卵,199,9.8,10.6,20.7,0.3
1934,鶏卵全卵乾燥全卵,542,49.1,42,0.2,1.2
1935,鶏卵卵黄生,336,16.5,34.3,0.2,0.1
1936,鶏卵卵黄ゆで,331,16.1,34.1,0.2,0.1
1937,鶏卵卵黄加糖卵黄,327,12.1,23.9,20.7,0.1
1938,鶏卵卵黄乾燥卵黄,638,30.3,62.9,0.2,0.2
1939,鶏卵卵白生,44,10.1,0,0.5,0.5
1940,鶏卵卵白ゆで,46,10.5,0.1,0.4,0.4
1941,鶏卵卵白乾燥卵白,350,86.5,0.4,0.2,3.3
1942,鶏卵たまご豆腐,76,-6.5,-5.3,-0.9,-1
1943,鶏卵たまご焼厚焼きたまご,146,-10.5,-9.2,-6.5,-1.2
1944,鶏卵たまご焼だし巻きたまご,123,-11,-9.2,-0.5,-1.2
1945,＜牛乳及び乳製品＞（液状乳類）生乳ジャージー種,77,3.9,5.2,4.7,0.1
1946,＜牛乳及び乳製品＞（液状乳類）生乳ホルスタイン種,63,3.2,3.7,4.7,0.1
1947,＜牛乳及び乳製品＞（液状乳類）普通牛乳,61,3.3,3.8,4.8,0.1
1948,＜牛乳及び乳製品＞（液状乳類）脱脂乳,31,3.4,0.1,4.8,0.1
1949,＜牛乳及び乳製品＞（液状乳類）加工乳濃厚,70,3.4,4.2,5.3,0.1
1950,＜牛乳及び乳製品＞（液状乳類）加工乳低脂肪,42,3.8,1,5.5,0.2
1951,＜牛乳及び乳製品＞（液状乳類）乳児用液体ミルク,66,1.5,3.6,7.1,0
1952,＜牛乳及び乳製品＞（液状乳類）乳飲料コーヒー,56,2.2,2,7.2,0.1
1953,＜牛乳及び乳製品＞（液状乳類）乳飲料フルーツ,46,1.2,0.2,9.9,0.1
1954,＜牛乳及び乳製品＞（粉乳類）全粉乳,490,25.5,26.2,39.3,1.1
1955,＜牛乳及び乳製品＞（粉乳類）脱脂粉乳,354,34,1,53.3,1.4
1956,＜牛乳及び乳製品＞（粉乳類）乳児用調製粉乳,510,12.4,26.8,55.9,0.4
1957,＜牛乳及び乳製品＞（練乳類）無糖練乳,134,6.8,7.9,11.2,0.4
